3|19|20190422090000|20190422170000|false|Today Jim put my stapler in jello. 
3|19|20190423090000|20190423170000|false|I wrote this lognote
3|19|20190424090000|20190424170000|false|I also wrote this lognote
3|19|20190425090000|20190425170000|false|Oh man another lognote
3|19|20190426090000|20190426170000|false|Lognotes for days... literally
3|19|20190427090000|20190427170000|false|This is me. making lognotes. lognotes are being made.
3|19|20190428090000|20190428170000|false|Im writing this in the past... crazy
3|19|20190429090000|00000000000000|true|Im currently at work
5|19|20190422090000|20190422170000|false|HAHAHAHAHAHA I put Dwights stapler into jello. 
5|19|20190423090000|20190423170000|false|Soooo Bored
5|19|20190424090000|20190424170000|false|Looked at Pam All Day
5|19|20190425103405|20190425164500|false|Dwight stole my big sale :(
5|19|20190426090000|20190426170000|false|just a normal day
5|19|20190427092415|20190427165812|false|Lognotes lognotes lognotes
5|19|20190428090554|20190428165911|false|this is tedious
5|19|20190429090122|00000000000000|true|should probably just make lognotes simple
12|19|20190422090000|20190422170000|false|Sewing
12|19|20190423090000|20190423170000|false|Still sewing
12|19|20190424090000|20190424170000|false|Thinking about Bob Vance from Vance refrigeration
12|19|20190425090000|20190425170000|false|Lognote that what this is
12|19|20190426090000|20190426170000|false|[insert lognote here]
12|19|20190427090000|20190427170000|false|I bet you are thinking if that last one was an error
12|19|20190428090000|20190428170000|false|well it wasnt
12|19|20190429090000|00000000000000|true|yup
13|19|20190422090000|20190422170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190423090000|20190423170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190424090000|20190424170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190425090000|20190425170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190426090000|20190426170000|false|NATIONAL PRETZEL DAY!!!
13|19|20190427090000|20190427170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190428090000|20190428170000|false|Zzzzzzzzzzzzzzzzzzz
13|19|20190429090000|00000000000000|true|Zzzzzzzzzzzzzzzzzzz
14|19|20190422090110|20190422100500|false|Decided to go on a picnic
14|19|20190422042140|20190422172410|false|Picnic was great... didnt make a sale 
14|19|20190423090000|20190423170000|false|still no sale
14|19|20190424100400|20190424122450|false|no sale. going to an audtion today
14|19|20190424150000|20190424170000|false|still no sale. but i think the audition went great
14|19|20190426090000|20190426170000|false|almost made a sale... but didnt
14|19|20190427090000|20190427153210|false|CALL BACK!!!!!!
14|19|20190428090000|20190428170000|false|no sale today
14|19|20190429090000|00000000000000|true|Made a new ringtone. super excited to show everyone
1|3|20190331100000|20190331143000|false|This is a test log for Jason
1|3|20190401150000|20190401200000|false|This is a second test log for Jason
1|3|20190402221300|20190403023000|false|This is a third..
1|3|20190403140000|20190403143000|false|yada yada
1|3|20190404092300|20190404141200|false|We need a fake database???????
1|3|20190404220000|20190405023000|false|Creating fake database 1
1|3|20190405170000|20190405220000|false|Creating fake database 2
1|3|20190406120000|20190406220000|false|Creating fake database 3
1|3|20190407100000|20190407210000|false|testing fake database 1
1|3|20190408100000|20190408104500|false|testing fake database 2
1|3|20190408010000|20190408013000|false|nailed fake database
2|3|20190331090000|20190331113000|false|This is a test log for Travis
2|3|20190401150000|20190401200000|false|This is a second test log for Travis
2|3|20190402221000|20190403013000|false|this is a third... yada yada
2|3|20190403100000|20190403143000|false|oopps almost forgot this one
2|3|20190404092300|20190404161200|false|creating lots of models and lots of tests
2|3|20190404120000|20190404193000|false|We need a fake database???????
2|3|20190405130000|20190405170000|false|Creating lots more tests and polishing models
2|3|20190406120000|20190406220000|false|Creating lots more tests and polishing models 2
2|3|20190407100000|20190407210000|false|Creating Slides and Schema
2|3|20190408010000|20190408013000|false|Fetching master for presentation
